#name	permalink	crunchbase_url	homepage_url	blog_url	blog_feed_url	twitter_username	category_code	number_of_employees	founded_year	founded_month	founded_day	deadpooled_year	deadpooled_month	deadpooled_day	deadpooled_url	tag_list	alias_list	email_address	phone_number	description	updated_at	overview	total_money_raised
SellABand	sellaband	http://www.crunchbase.com/company/sellaband	http://sellaband.com			sellaband	games_video	0	2006	8	1	2010	2	0	http://thenextweb.com/eu/2010/02/23/sellaband-deadpool-files-bankruptcy/	null	null			Fund raising for bands	null	<p>SellaBand.com first launched in August 2006. The new SellaBand Fan Funding model launched 1st October 2009 and allows artists to raise any budget for any project. Artists are in control and retain all rights. Revenue Share is optional. </p><p>Artists that sign up to SellaBand have the freedom to choose:Target budget: Starting at $10,000 up to $100,000They can set their own Incentives for the Believers: The minimum incentive is a downloadRevenue share is now optional and Artists can set the Percentage of revenues they wish to share between the Artist and the BelieversArtists will always own the master recordings and keep 100% of publishing rights.If Artists go â€˜Customâ€™, they can adapt it all: Budgets, part prices, incentives, currencies, even use the funds for touring or promotionâ€¦ You name it! Initially, Custom is by invitation only.</p><p>SellaBand is the Fan Funding engine for the music industry.</p>	$5M
Steorn	steorn	http://www.crunchbase.com/company/steorn	http://steorn.com			null	web	0	2000	1	0	0	0	0	null	null	null	info@steorn.com	+353-1-4871000	null	null	<p>&#8220;Since its inception the Steorn team has been focused on delivering complex technologies in innovative ways. This approach has seen Steorn working at the cutting edge of many progressive industries.</p><p>The company has been instrumental in the development of core technologies that address counterfeit crime in areas such as plastic card fraud and optical disc fraud while also providing expert witness services to the international law enforcement community.</p><p>With an enviable track record and a reputation as the &#8216;go-to&#8217; organisation for companies wishing to reliably take technology from concept to reality, Steorn has turned its experience to its own new energy technology ÃƒÂ¢Ã¢â€šÂ¬&#8221; Orbo.&#8221;</p>	$0
Spotplex	spotplex	http://www.crunchbase.com/company/spotplex	http://www.spotplex.com		null	null	web	3	2007	2	1	2008	5	0	http://www.techcrunch.com/2008/05/09/spotplex-suffers-identity-crisis-stumbles-into-deadpool/	null	null	support@spotplex.com	408-856-6419	null	null	<p>Spotplex is an online content aggregation service that provides an instant, impartial ranking of popular news articles. Differently than with competitor <a href="http://crunchbase.com/company/digg" title="Digg">Digg</a>, Spotplex users are not required to change their behavior to generate content rankings. By eliminating tagging and voting, Spotplex more accurately reflects what people read most today.  Digg and many other social news sites do a reasonable to good job of displaying the most popular news articles of the day, but what they do best is uncover the most interesting content rather than the most read.An algorithm-based measuring system analyzes readers&#8217; behavior in real time to generate Spotplex&#8217;s popular content rankings.  Popular content is derived by aggregating the most read articles on sites that include Spotplex&#8217;s javascript (copies of this code is available to the public).  This impartial process gives every blogger a fair opportunity to be heard. Spotplex also uses a relative popularity measure by which article reads are measured relative to a site&#8217;s overall traffic, rather than by volume alone. This evens the playing field so all blogs can compete equally in the Spotplex rankings, regardless of readership size or subject matter. Competitors within the news aggregation area can be found [here] it is now &#8220;under construction&#8221;(http://www.techcrunch.com/2007/03/16/whos-taking-on-digg/).</p>	$450k
SideStep	sidestep	http://www.crunchbase.com/company/sidestep	http://www.sidestep.com	null	null	null	web	75	1999	11	1	0	0	0	null	null	null	null	408-235-1700	null	null	<p>SideStep is a metasearch engine for travel which makes money through advertising and referral fees.  It searches more than 200 websites looking for the best travel deals.</p><p>SideStep has recently been aggressive in building up its offerings.  They acquired <a href="http://crunchbase.com/company/tripup" title="TripUp">TripUp</a> (a social network focused on travel) and TravelPost.com (a hotel ratings site) with the goal of becoming &#8220;the leader in online travel related information.&#8221;  In addition, they have launched two <a href="http://crunchbase.com/company/facebook" title="Facebook">Facebook</a> applications. The Trips Facebook application provides a trip planning service that currently has over 150,000 users. The Extended Info application allows users to add fields and categories of their own choice to a Facebook profile. SideStep is also developing a Facebook App for TripUp that should be launched later in the year.</p><p>SideStep was acquired in December 2007 by their nearest competitor Kayak for roughly $180,000,000.</p><p>Other popular travel metasearch sites and SideStep competitors include <a href="http://www.cheapflights.com" title="Cheapflights" rel="nofollow">Cheapflights</a>, <a href="http://www.Farechase.com" title="Farechase" rel="nofollow">Farechase</a>, <a href="http://www.Mobissimo.com" title="Mobissimo" rel="nofollow">Mobissimo</a> and <a href="http://www.Qixo.com" title="Qixo" rel="nofollow">Qixo</a>.</p>	$32M
Swivel	swivel	http://www.crunchbase.com/company/swivel	http://www.swivel.com	http://blog.swivel.com/	http://blog.swivel.com/weblog/index.rdf	teamswivel	search	1	2005	12	1	2010	7	0	http://eagereyes.org/criticism/the-rise-and-fall-of-swivel	null	null	support@swivel.com	415-680-3641		null	<p>Described by its founders as &#8220;YouTube for Data&#8221; Swivel offers users a unique way to visually share data.  You no longer have to freeze data in a document or presentation.  By using Swivel, data can be shared with friends who can then easily explore it themselves.  In a world where most news is pure spin and opinion, Swivel is trying to apply the power of the Web to dig up the facts.  By making it easy for people to explore data themselves, biased news sources no longer have to be relied on.</p><p>Public accounts are free.  However, for those interested in examining their business data Swivel will eventually offer private and secure accounts for a fee.</p><p>Swivel is already making a splash after announcing The Organization for Economic Cooperation and Development (OECD) is making its 2007 OECD Fact book available on Swivel.</p><p>Swivel&#8217;s competitors in the &#8220;data organization&#8221; business include<a href="http://www.crunchbase.com/company/freebase" title="Freebase">Freebase</a> and IBM.</p><p>Swivel ceased operations in Q3 2010.</p>	$2M
Slide	slide	http://www.crunchbase.com/company/slide	http://www.slide.com	http://blog.slide.com/	http://blog.slide.com/slide_blog/index.rdf	SlideInc	public_relations	64	2005	8	1	2011	8	0	http://techcrunch.com/2011/08/25/slide-google-bloodbath/	null	null	feedback@slide.com		Develops self-expression widgets	null	<p>Slide, founded by PayPal co-founder Max Levchin, makes widgets that help people express themselves.  The company took a big risk in 2006 when they gave users the ability to auto-insert slide shows into their MySpace pages and blasting bulletins out to all their friends. They did this by asking users to hand over their MySpace credentials, and doing all the hard work for them. This is a clear violation of MySpace&#8217;s terms of service, though, and most people expected Slide to receive a cease and desist letter and/or get access turned off. But that never happened, and Slide&#8217;s big bet has paid off.  Slide has since evolved to offer a number of widgets.  Users create and personalize widgets on Slide.com and can then use them on social networks, blogs and desktops.</p><p>According to comScore Slide has more than 117 million unique monthly viewers.  Slide also claims more than 200,000 new Slide Shows are added to the Slide Network each day.</p>	$78M
Sway	sway	http://www.crunchbase.com/company/sway	http://www.swayonline.com	http://www.sparkeffect.com	http://www.sparkeffect.com/feeds/posts/default?alt=rss	null	advertising	0	2004	12	3	2012	12	0		null	null	info@swayonline.com	608-833-0088	null	null	<p>Headquartered in the Silicon Prairie of Madison, Wisconsin, Shoutlet, Inc. was  a privately held technology firm that developed tools to help global brands, small businesses, and marketing agencies build, engage, and measure social media communication via one affordable, easy-to-use, multi-user application.</p>	$2M
Seesmic	seesmic	http://www.crunchbase.com/company/seesmic	http://seesmic.com	http://blog.seesmic.com/	http://blog.seesmic.com/index.rdf	seesmic	web	13	2007	6	1	0	0	0	null	null	null	contact@seesmic.com	(415) 864-5642	Social software applications	null	<p>Seesmic is a powerful suite of social media management and collaboration tools that provide businesses and individuals with everything they need to build and manage their brands online. </p><p>With applications on <a href="http://seesmic.com/products" title="every platform" rel="nofollow">every platform</a>, including mobile devices, and a marketplace of over 80 third-party plugins, Seesmic is the most comprehensive solution on the market.</p><p>Seesmic is headquartered in San Francisco and was founded by French entrepreneur <a href="http://www.crunchbase.com/person/loic-le-meur" title="Loic Le Meur">Loic Le Meur</a>.</p>	$16M
Simply Hired	simply-hired	http://www.crunchbase.com/company/simply-hired	http://Simplyhired.com	http://blog.simplyhired.com/	http://blog.simplyhired.com/index.rdf	simplyhired	search	100	2004	3	0	0	0	0	null	null	null		408-400-4700	Job Search Engine and Recruiting Network	null	<p>Simply Hired, a technology company based in Sunnyvale, California, operates job search engines in 24 countries and 12 languages. With more than 30 million unique visitors per month, the company provides job seekers access to over 8 million job openings across all job categories and industries, reaching job seekers on the web, social networks, mobile devices, email, and via thousands of partner sites including LinkedIn, Mashable and Bloomberg Businessweek. With its Sponsored Jobs offering, Simply Hired enables employers to efficiently and cost-effectively reach candidates searching for jobs in a full-service and self-service pay-per-click (PPC) job advertising solution. Simply Hired was founded in 2005, has offices in Sunnyvale, Los Angeles, New York and Toronto, and is privately held with funding from Foundation Capital and IDG Ventures. For more information, visit www.simplyhired.com.</p>	$22.3M
Scripps Networks Interactive	scripps-networks-interactive	http://www.crunchbase.com/company/scripps-networks-interactive	http://www.scrippsnetworks.com	http://blog.scrippsnetworks.com/		scrippscomm	web	0	1994	0	0	0	0	0	null	null	null				null	<p>Scripps Networks, a division of Scripps Networks Interactive (NYSE:SNI), is responsible for various TV and media properties including HGTV, Food Network, DIY Network and FINE LIVING TV Network as well as the country music network Great American Country (GAC). </p><p>Scrippts Networks&#8217; TV properties and companion websites collectively attracting more than 15 million unique visitors every month.</p><p>Scripps Networks also has launched a dozen online newsletters; video on demand; an array of broadband channels; content for mobile utility; and high-definition channels HGTV-HD and Food Network-HD. </p>	$10M
stylediary	stylediary	http://www.crunchbase.com/company/stylediary	http://www.stylediary.net	http://www.industrygirlblog.com	http://www.industrygirlblog.com/?feed=rss2	null	web	0	2004	8	1	0	0	0	null	null	null			null	null	<p>Niche fashion social media company.</p>	$0
Spreadshirt	spreadshirt	http://www.crunchbase.com/company/spreadshirt	http://www.spreadshirt.com	http://blog.spreadshirt.com	http://blog.spreadshirt.net/us/feed/	spreadshirt	advertising	230	2002	1	1	0	0	0	null	null	null	pr@spreadshirt.com	800-381-0815 	online platform for apparel merch	null	<p>Founded in Germany by graduate student Lukasz Gadowski, Spreadshirt is an online platform for apparel merchandising that allows internet site operators to create their own online shops for free and sell customized products. Spreadshirt lets anyone from companies to individuals to bands to sports teams integrate these online shops with their own websites. These shop partners can then earn self-determined commissions on each sale through Spreadshop.</p><p>Requirements for using Spreadshop are minimal: you only need an internet connection and design/logo graphic files for products. Aside from this, Spreadshirt does the rest for its over 300,000 shop partners by handling the production, shipping, payment processing, customer service, and providing other online merchandising tools.</p><p>For people who just want to create (and order) personalized shirts with a design and text of their choice, Spreadshirt also has the &#8220;Spreadshirt Designer&#8221; shop available on their website.Since its origination in Germany, the company has expanded its market to the rest of Europe and the US as well. It has received acclaim globally, winning the Hewlett Packard Innovation Award in 2004 and being named in Business Week&#8217;s Europe Top 500 Growth Companies. </p>	$12.7M
Socialtext	socialtext	http://www.crunchbase.com/company/socialtext	http://www.socialtext.com	http://www.socialtext.com/blog		Socialtext	enterprise	50	2002	12	1	0	0	0	null	null	null	sales@socialtext.com	650-323-0800	Enterprise Social Software/Collaboration	null	<p>Established in 2002, Socialtext, a Bedford Funding portfolio company, was the first company to deliver social software to businesses. By unlocking knowledge, expertise, ideas and data, Socialtext eliminates information silos across the enterprise to drive superior business performance. Socialtext&#8217;s enterprise social networking products — including microblogging, blogs, wikis, profiles and social spreadsheets — provide simpler ways for employees to share vital information and work together in real-time. Delivered in a variety of hosted cloud services, as well as on-site appliances, enterprise customers are provided with flexible deployment options that meet their security requirements. Built on a flexible, web-oriented architecture, Socialtext integrates with virtually any traditional system of record, such as CRM and ERP, enabling companies to discuss, collaborate, and take action on key business processes. More than 6,500 businesses worldwide have accelerated their business performance with Socialtext, including Getty Images, Symantec, Meredith Corporation, NYU Stern, OSIsoft, and Epitaph Records.</p>	$46.8M
spigit	spigit	http://www.crunchbase.com/company/spigit	http://spigit.com	http://www.spigit.com/Blog/View?blogid=49		Spigit	software	120	2006	6	1	0	0	0	null	null	null	info@spigit.com	925-297-2600	Purpose-built social networking platform	null	<p>Spigit is a purpose built social networking tool used by leading companies to connect their employees, customers and business partners for idea and innovation discovery. Using sophisticated analytics built on advanced mathematics, Spigit takes us beyond information gathering and analyses to real time decision making and meaningful prediction. Spigit&#8217;s advanced algorithms and business process allows you to capture and compute all of your employees&#8217; unstructured published data while simultaneously filtering out the noise and discovering intelligence. By employing game theory, currency, idea trading, rewards, and rich dynamic reporting Spigit allows you to get the most out of your key assets.</p><p>In August 2013, Spigit is facing severe funding dificulties. According to majority shareholder, PICO Holdings, at the end of 2nd Quarter, Spigit defaulted on its bank loans and agreed to merge with an undisclosed company.[PICO Holdings 10Q Filing](http://www.sec.gov/Archives/edgar/data/830122/000083012213000074/pico0630201310q.htm)</p>	$55.6M
ScanScout	scanscout	http://www.crunchbase.com/company/scanscout	http://www.scanscout.com				advertising	40	2005	1	1	0	0	0	null	null	null	press@scanscout.com	617-426-6706	video advertising network	null	<p>ScanScout is the market-leading online video advertising network. The company partners with major advertisers and publishers to maximize video advertising opportunities. </p><p>ScanScout creates a new significant revenue stream for publishers, helping them to extract the most value out of their video content and monetize it in a user-friendly manner. For advertisers, ScanScout provides the ability to target, optimize and deliver ad messages to the right content and audience, maximizing user engagement. </p><p>ScanScout is one of the largest online video networks on the web, serving hundreds of millions of ad impressions every month. The company is headquartered in Boston with offices in New York and Los Angeles. </p>	$17.5M
